status_id,user_id,text,is_quote_status,retweet_count,favorite_count,favorited,retweeted,created_at
"1199796331457449985","205474999","RT @DeptDefence: SOUND ON 🔊|| As part of Exercise Talon Strike, The Iraqi Army School of Infantry NCOII soldiers cleared fictitious enemy f…",false,3,0,false,false,"Wed Nov 27 21:05:11 +0000 2019"
"1199796274310131712","205474999","RT @DarrenChesterMP: .@AustralianArmy Corporal Laura Fletcher is a Guardian Angel at Camp Qargha in Kabul, Afghanistan. Born on Anzac Day,…",false,7,0,false,false,"Wed Nov 27 21:04:57 +0000 2019"
"1199796216609091585","205474999","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Wed Nov 27 21:04:43 +0000 2019"
"1199789524588457984","913136246771269637","RT @sonoftaiwan: @marcorubio @nytimes This proves that the Chinese are lying to the Allies, always.  #tiktok #Chinesespy #gladysliu #ASIO #…",false,3,0,false,false,"Wed Nov 27 20:38:08 +0000 2019"
"1199778785396215809","851211143238602754","RT @DeptDefence: .@AusAirForce Base Richmond recently hosted a group of young Aboriginal and Torres Strait Islander students, as part of th…",false,9,0,false,false,"Wed Nov 27 19:55:27 +0000 2019"
"1199778702340558848","851211143238602754","RT @DeptDefence: SOUND ON 🔊|| As part of Exercise Talon Strike, The Iraqi Army School of Infantry NCOII soldiers cleared fictitious enemy f…",false,3,0,false,false,"Wed Nov 27 19:55:08 +0000 2019"
"1199773994158702592","913136246771269637","@marcorubio @nytimes This proves that the Chinese are lying to the Allies, always.  #tiktok #Chinesespy #gladysliu… https://t.co/VNASClJyv3",false,3,1,false,false,"Wed Nov 27 19:36:25 +0000 2019"
"1199703280600809473","996717288","@ScottMorrisonMP @DeptDefence Stop with the bandaids. We have been warned this would happen for the past 40 YEARS.… https://t.co/lRK8iQiNhU",false,0,0,false,false,"Wed Nov 27 14:55:26 +0000 2019"
"1199698473391656966","1143280443623727105","@wongomusic @DeptDefence Goddammit dude. What is seen, can't be unseen. Is this defence against herpes? Lol.",false,0,1,false,false,"Wed Nov 27 14:36:20 +0000 2019"
"1199670510302453760","1159308178875670528","RT @HEADPOTUS: @AustralianArmy @DeptDefence @OurSgArmy I'm done just hear Michael Strahan  say make keep going back to hospital even if kil…",false,1,0,false,false,"Wed Nov 27 12:45:13 +0000 2019"
"1199670417780346880","1159308178875670528","RT @lindareynoldswa: As a Senator for WA, I had some great discussions today with the Kimberley Regional Group about strategic @DeptDefence…",false,5,0,false,false,"Wed Nov 27 12:44:51 +0000 2019"
"1199670280735604737","1159308178875670528","RT @DarrenChesterMP: .@AustralianArmy Corporal Laura Fletcher is a Guardian Angel at Camp Qargha in Kabul, Afghanistan. Born on Anzac Day,…",false,7,0,false,false,"Wed Nov 27 12:44:18 +0000 2019"
"1199670210191593473","1159308178875670528","@DarrenChesterMP @DeptDefence @AustralianArmy @ChiefAusArmy Hungry wow it's not Thanksgiving.  What don't that for… https://t.co/4TsjrhquWG",false,1,1,false,false,"Wed Nov 27 12:44:01 +0000 2019"
"1199668928236204034","205474999","RT @DeptDefence: .@AusAirForce Base Richmond recently hosted a group of young Aboriginal and Torres Strait Islander students, as part of th…",false,9,0,false,false,"Wed Nov 27 12:38:55 +0000 2019"
